item_a,item_b,cooccurrence_count
ITEM_1651,ITEM_2351,1
ITEM_1636,ITEM_4284,1
ITEM_1682,ITEM_1713,1
ITEM_308,ITEM_4591,1
ITEM_1898,ITEM_4596,1
ITEM_131,ITEM_2284,1
ITEM_2246,ITEM_3305,1
ITEM_3355,ITEM_4849,1
ITEM_3320,ITEM_3485,1
ITEM_1727,ITEM_4244,1
ITEM_1908,ITEM_3103,1
ITEM_2692,ITEM_4318,1
ITEM_3149,ITEM_4640,1
ITEM_2976,ITEM_4856,1
ITEM_959,ITEM_976,1
ITEM_2098,ITEM_2966,1
ITEM_1334,ITEM_2835,1
ITEM_1393,ITEM_3172,1
ITEM_4071,ITEM_951,1
ITEM_2590,ITEM_4868,1
ITEM_2327,ITEM_771,1
ITEM_1993,ITEM_4930,1
ITEM_2439,ITEM_3940,1
ITEM_1672,ITEM_2840,1
ITEM_124,ITEM_3417,1
ITEM_2884,ITEM_3320,1
ITEM_1023,ITEM_4489,1
ITEM_4916,ITEM_987,1
ITEM_359,ITEM_4179,1
ITEM_1769,ITEM_4418,1
ITEM_144,ITEM_2433,1
ITEM_1300,ITEM_2800,1
ITEM_4949,ITEM_659,1
ITEM_1720,ITEM_937,1
ITEM_1924,ITEM_728,1
ITEM_2543,ITEM_4195,1
ITEM_1544,ITEM_555,1
ITEM_2919,ITEM_3935,1
ITEM_1533,ITEM_1872,1
ITEM_17,ITEM_4217,1
ITEM_3557,ITEM_4219,1
ITEM_1578,ITEM_3433,1
ITEM_1904,ITEM_941,1
ITEM_2526,ITEM_3917,1
ITEM_1804,ITEM_3953,1
ITEM_1847,ITEM_950,1
ITEM_1573,ITEM_3928,1
ITEM_4195,ITEM_4812,1
ITEM_2264,ITEM_3027,1
ITEM_2984,ITEM_3838,1
ITEM_240,ITEM_3816,1
ITEM_465,ITEM_555,1
ITEM_3124,ITEM_4045,1
ITEM_3709,ITEM_3945,1
ITEM_2966,ITEM_724,1
ITEM_1681,ITEM_4486,1
ITEM_2419,ITEM_485,1
ITEM_3699,ITEM_4235,1
ITEM_2243,ITEM_3806,1
ITEM_347,ITEM_519,1
ITEM_235,ITEM_3508,1
ITEM_1625,ITEM_4728,1
ITEM_1176,ITEM_2553,1
ITEM_1594,ITEM_4973,1
ITEM_1121,ITEM_3774,1
ITEM_3083,ITEM_3251,1
ITEM_3177,ITEM_3251,1
ITEM_4095,ITEM_776,1
ITEM_3122,ITEM_356,1
ITEM_2558,ITEM_414,1
ITEM_1982,ITEM_2007,1
ITEM_1922,ITEM_4031,1
ITEM_4205,ITEM_4268,1
ITEM_3021,ITEM_709,1
ITEM_1051,ITEM_2348,1
ITEM_2877,ITEM_408,1
ITEM_1606,ITEM_4062,1
ITEM_1237,ITEM_4760,1
ITEM_1366,ITEM_396,1
ITEM_2782,ITEM_3014,1
ITEM_24,ITEM_4601,1
ITEM_2737,ITEM_326,1
ITEM_3499,ITEM_3966,1
ITEM_3550,ITEM_4737,1
ITEM_3082,ITEM_4056,1
ITEM_2283,ITEM_3892,1
ITEM_2445,ITEM_920,1
ITEM_1597,ITEM_185,1
ITEM_2104,ITEM_4391,1
ITEM_102,ITEM_3569,1
ITEM_2395,ITEM_4827,1
ITEM_1548,ITEM_246,1
ITEM_2433,ITEM_4472,1
ITEM_1099,ITEM_197,1
ITEM_4818,ITEM_4941,1
ITEM_4539,ITEM_489,1
ITEM_4461,ITEM_711,1
ITEM_1902,ITEM_3380,1
ITEM_4028,ITEM_454,1
ITEM_2956,ITEM_4234,1
ITEM_1440,ITEM_609,1
ITEM_1158,ITEM_4759,1
ITEM_1246,ITEM_233,1
ITEM_2648,ITEM_990,1
ITEM_1215,ITEM_4841,1
ITEM_2172,ITEM_852,1
ITEM_1629,ITEM_1858,1
ITEM_1150,ITEM_3981,1
ITEM_1105,ITEM_4189,1
ITEM_1820,ITEM_4794,1
ITEM_112,ITEM_319,1
ITEM_1619,ITEM_4308,1
ITEM_133,ITEM_4443,1
ITEM_2047,ITEM_929,1
ITEM_1690,ITEM_500,1
ITEM_2198,ITEM_2479,1
ITEM_3813,ITEM_3989,1
ITEM_2813,ITEM_3879,1
ITEM_3113,ITEM_4145,1
ITEM_1280,ITEM_682,1
ITEM_3758,ITEM_621,1
ITEM_3224,ITEM_421,1
ITEM_1160,ITEM_3539,1
ITEM_1377,ITEM_404,1
ITEM_1752,ITEM_70,1
ITEM_3611,ITEM_4503,1
ITEM_3680,ITEM_3756,1
ITEM_3122,ITEM_327,1
ITEM_1488,ITEM_3840,1
ITEM_2210,ITEM_872,1
ITEM_1832,ITEM_4691,1
ITEM_1826,ITEM_4650,1
ITEM_2645,ITEM_813,1
ITEM_2705,ITEM_327,1
ITEM_2226,ITEM_3538,1
ITEM_1477,ITEM_2864,1
ITEM_462,ITEM_723,1
ITEM_2511,ITEM_4774,1
ITEM_3216,ITEM_4093,1
ITEM_1246,ITEM_4147,1
ITEM_4537,ITEM_939,1
ITEM_2319,ITEM_831,1
ITEM_1652,ITEM_4946,1
ITEM_2071,ITEM_58,1
ITEM_2759,ITEM_3484,1
ITEM_265,ITEM_3675,1
ITEM_1763,ITEM_822,1
ITEM_2217,ITEM_2364,1
ITEM_4278,ITEM_911,1
ITEM_3103,ITEM_4853,1
ITEM_2226,ITEM_3180,1
ITEM_3026,ITEM_4083,1
ITEM_2147,ITEM_2335,1
ITEM_3837,ITEM_540,1
ITEM_3879,ITEM_4902,1
ITEM_1418,ITEM_1705,1
ITEM_1525,ITEM_2167,1
ITEM_1282,ITEM_3689,1
ITEM_3178,ITEM_913,1
ITEM_2707,ITEM_4363,1
ITEM_1624,ITEM_2795,1
ITEM_3193,ITEM_76,1
ITEM_2971,ITEM_3186,1
ITEM_4515,ITEM_4756,1
ITEM_3149,ITEM_4655,1
ITEM_1593,ITEM_2273,1
ITEM_2945,ITEM_60,1
ITEM_1084,ITEM_3752,1
ITEM_2258,ITEM_3460,1
ITEM_1245,ITEM_2092,1
ITEM_1849,ITEM_464,1
ITEM_3917,ITEM_4730,1
ITEM_2720,ITEM_3072,1
ITEM_2071,ITEM_2304,1
ITEM_1855,ITEM_3553,1
ITEM_278,ITEM_4743,1
ITEM_558,ITEM_844,1
ITEM_2256,ITEM_4650,1
ITEM_3829,ITEM_4087,1
ITEM_2702,ITEM_4849,1
ITEM_247,ITEM_736,1
ITEM_2643,ITEM_3739,1
ITEM_2544,ITEM_3757,1
ITEM_1993,ITEM_4229,1
ITEM_2913,ITEM_4680,1
ITEM_1492,ITEM_4881,1
ITEM_1425,ITEM_2046,1
ITEM_3196,ITEM_3497,1
ITEM_2408,ITEM_4942,1
ITEM_208,ITEM_2197,1
ITEM_1834,ITEM_3272,1
ITEM_2445,ITEM_515,1
ITEM_2906,ITEM_563,1
ITEM_1145,ITEM_2171,1
ITEM_2374,ITEM_832,1
ITEM_2529,ITEM_4786,1
ITEM_1464,ITEM_4884,1
ITEM_1109,ITEM_4443,1
ITEM_1261,ITEM_3329,1
ITEM_3945,ITEM_4516,1
ITEM_983,ITEM_991,1
ITEM_1860,ITEM_2336,1
ITEM_4608,ITEM_4941,1
ITEM_2000,ITEM_56,2
ITEM_2470,ITEM_4136,1
ITEM_3615,ITEM_3717,1
ITEM_1396,ITEM_1903,1
ITEM_1204,ITEM_209,1
ITEM_279,ITEM_3890,1
ITEM_2909,ITEM_772,1
ITEM_2342,ITEM_3110,1
ITEM_1748,ITEM_2568,1
ITEM_4194,ITEM_4289,1
ITEM_1224,ITEM_4056,1
ITEM_4579,ITEM_634,1
ITEM_3832,ITEM_4436,1
ITEM_2854,ITEM_4736,1
ITEM_2277,ITEM_628,1
ITEM_2723,ITEM_4898,1
ITEM_2396,ITEM_4421,1
ITEM_141,ITEM_3562,1
ITEM_4149,ITEM_578,1
ITEM_458,ITEM_4734,1
ITEM_3618,ITEM_807,1
ITEM_134,ITEM_4265,1
ITEM_1732,ITEM_2810,1
ITEM_1780,ITEM_4911,1
ITEM_2403,ITEM_3215,1
ITEM_1546,ITEM_4690,1
ITEM_2018,ITEM_4058,1
ITEM_3414,ITEM_4577,1
ITEM_1903,ITEM_355,1
ITEM_219,ITEM_4315,1
ITEM_4757,ITEM_7,1
ITEM_2056,ITEM_38,1
ITEM_3748,ITEM_8,1
ITEM_3792,ITEM_4438,1
ITEM_2844,ITEM_3683,1
ITEM_4719,ITEM_555,1
ITEM_1465,ITEM_3287,1
ITEM_4537,ITEM_601,1
ITEM_186,ITEM_747,1
ITEM_1616,ITEM_1930,1
ITEM_1010,ITEM_3121,1
ITEM_1532,ITEM_4105,1
ITEM_2080,ITEM_3607,1
ITEM_1508,ITEM_1723,1
ITEM_2265,ITEM_771,1
ITEM_3840,ITEM_4010,1
ITEM_2157,ITEM_2621,1
ITEM_181,ITEM_4427,1
ITEM_2597,ITEM_3448,1
ITEM_3271,ITEM_4162,1
ITEM_4301,ITEM_51,1
ITEM_1401,ITEM_4798,1
ITEM_2509,ITEM_3222,1
ITEM_1113,ITEM_4942,1
ITEM_1847,ITEM_4597,1
ITEM_194,ITEM_3539,1
ITEM_1204,ITEM_504,1
ITEM_1031,ITEM_8,1
ITEM_1900,ITEM_2178,1
ITEM_2621,ITEM_4341,1
ITEM_1777,ITEM_4213,1
ITEM_4317,ITEM_84,1
ITEM_2009,ITEM_560,1
ITEM_306,ITEM_3558,1
ITEM_3734,ITEM_3735,1
ITEM_2587,ITEM_4021,1
ITEM_2625,ITEM_4003,1
ITEM_2435,ITEM_2823,1
ITEM_3491,ITEM_4585,1
ITEM_1266,ITEM_1524,1
ITEM_219,ITEM_2949,1
ITEM_2775,ITEM_3585,1
ITEM_2265,ITEM_766,1
ITEM_3139,ITEM_4960,1
ITEM_272,ITEM_3374,1
ITEM_2860,ITEM_4007,1
ITEM_2877,ITEM_3022,1
ITEM_3293,ITEM_4830,1
ITEM_1912,ITEM_4627,1
ITEM_3029,ITEM_535,1
ITEM_2531,ITEM_4597,1
ITEM_2563,ITEM_3404,1
ITEM_4487,ITEM_4703,1
ITEM_346,ITEM_840,1
ITEM_2014,ITEM_4028,1
ITEM_4002,ITEM_4602,1
ITEM_1984,ITEM_540,1
ITEM_1041,ITEM_4688,1
ITEM_1328,ITEM_931,1
ITEM_244,ITEM_4136,1
ITEM_1056,ITEM_2290,1
ITEM_2718,ITEM_361,1
ITEM_2589,ITEM_826,1
ITEM_2045,ITEM_3060,1
ITEM_2423,ITEM_4902,1
ITEM_2186,ITEM_289,1
ITEM_1637,ITEM_2338,1
ITEM_800,ITEM_901,1
ITEM_1645,ITEM_2377,1
ITEM_4266,ITEM_4944,1
ITEM_2440,ITEM_4569,1
ITEM_1837,ITEM_2654,1
ITEM_186,ITEM_4573,1
ITEM_2489,ITEM_2838,1
ITEM_2672,ITEM_4107,1
ITEM_4648,ITEM_670,1
ITEM_1224,ITEM_1544,1
ITEM_1297,ITEM_2165,1
ITEM_3401,ITEM_4164,1
ITEM_2091,ITEM_4505,1
ITEM_2693,ITEM_3035,1
ITEM_2233,ITEM_294,1
ITEM_165,ITEM_2199,1
ITEM_2361,ITEM_4638,1
ITEM_2096,ITEM_4058,1
ITEM_2770,ITEM_929,1
ITEM_3557,ITEM_4700,1
ITEM_3359,ITEM_4383,1
ITEM_3000,ITEM_4857,1
ITEM_1387,ITEM_4139,1
ITEM_1338,ITEM_3625,1
ITEM_3508,ITEM_3689,1
ITEM_1222,ITEM_2604,1
ITEM_1872,ITEM_3571,1
ITEM_225,ITEM_4406,1
ITEM_141,ITEM_3228,1
ITEM_3940,ITEM_4929,1
ITEM_2677,ITEM_4816,1
ITEM_3074,ITEM_4948,1
ITEM_1506,ITEM_369,1
ITEM_3741,ITEM_658,1
ITEM_1621,ITEM_4452,1
ITEM_1194,ITEM_3874,1
ITEM_1853,ITEM_2705,1
ITEM_2635,ITEM_3182,1
ITEM_156,ITEM_1612,1
ITEM_2249,ITEM_2957,1
ITEM_1544,ITEM_2708,1
ITEM_4688,ITEM_4816,1
ITEM_1713,ITEM_922,1
ITEM_1644,ITEM_622,1
ITEM_2475,ITEM_3222,1
ITEM_2166,ITEM_2185,1
ITEM_255,ITEM_338,1
ITEM_59,ITEM_728,1
ITEM_3153,ITEM_3646,1
ITEM_1459,ITEM_1717,1
ITEM_2702,ITEM_3084,1
ITEM_2494,ITEM_2530,1
ITEM_3024,ITEM_833,1
ITEM_1368,ITEM_2578,1
ITEM_2056,ITEM_339,1
ITEM_1706,ITEM_4935,1
ITEM_4394,ITEM_4638,1
ITEM_2958,ITEM_4841,1
ITEM_1708,ITEM_3884,1
ITEM_2354,ITEM_3765,1
ITEM_1931,ITEM_4,1
ITEM_1940,ITEM_2912,1
ITEM_3850,ITEM_4001,1
ITEM_1761,ITEM_2029,1
ITEM_1023,ITEM_4412,1
ITEM_1943,ITEM_309,1
ITEM_1163,ITEM_2472,1
ITEM_2226,ITEM_2828,1
ITEM_4724,ITEM_4787,1
ITEM_2803,ITEM_2844,1
ITEM_2874,ITEM_3043,1
ITEM_1483,ITEM_4681,1
ITEM_1122,ITEM_466,1
ITEM_4825,ITEM_4967,1
ITEM_3479,ITEM_3967,1
ITEM_313,ITEM_4360,1
ITEM_2066,ITEM_4176,1
ITEM_3144,ITEM_4796,1
ITEM_1627,ITEM_3752,1
ITEM_180,ITEM_198,1
ITEM_2066,ITEM_650,1
ITEM_2060,ITEM_3642,1
ITEM_4077,ITEM_4175,1
ITEM_4292,ITEM_4711,1
ITEM_149,ITEM_1844,1
ITEM_131,ITEM_4715,1
ITEM_2744,ITEM_3955,1
ITEM_2416,ITEM_863,1
ITEM_1785,ITEM_63,1
ITEM_3065,ITEM_4531,1
ITEM_216,ITEM_4119,1
ITEM_1779,ITEM_1961,1
ITEM_1876,ITEM_2995,1
ITEM_2000,ITEM_3000,1
ITEM_2182,ITEM_3246,1
ITEM_3846,ITEM_4362,1
ITEM_1003,ITEM_164,1
ITEM_3935,ITEM_4418,1
ITEM_3079,ITEM_4913,1
ITEM_3738,ITEM_3965,1
ITEM_3617,ITEM_661,1
ITEM_1502,ITEM_3492,1
ITEM_1918,ITEM_979,1
ITEM_2526,ITEM_665,1
ITEM_1267,ITEM_3300,1
ITEM_272,ITEM_972,1
ITEM_2697,ITEM_3666,1
ITEM_4544,ITEM_4648,1
ITEM_4739,ITEM_4793,1
ITEM_1122,ITEM_2907,1
ITEM_3341,ITEM_3401,1
ITEM_3307,ITEM_3734,1
ITEM_4637,ITEM_4848,1
ITEM_3637,ITEM_4635,1
ITEM_1058,ITEM_3584,1
ITEM_2273,ITEM_4795,1
ITEM_1571,ITEM_3750,1
ITEM_1409,ITEM_3611,1
ITEM_4457,ITEM_675,1
ITEM_1295,ITEM_4467,1
ITEM_428,ITEM_4863,1
ITEM_1488,ITEM_2060,1
ITEM_4944,ITEM_636,1
ITEM_3859,ITEM_3940,1
ITEM_2656,ITEM_858,1
ITEM_3124,ITEM_721,1
ITEM_2449,ITEM_25,1
ITEM_1824,ITEM_57,1
ITEM_1559,ITEM_501,1
ITEM_132,ITEM_1938,1
ITEM_1943,ITEM_2854,1
ITEM_1737,ITEM_4805,1
ITEM_4502,ITEM_825,1
ITEM_4673,ITEM_4681,1
ITEM_2823,ITEM_492,1
ITEM_2489,ITEM_2823,1
ITEM_1756,ITEM_2399,1
ITEM_2014,ITEM_4939,1
ITEM_2498,ITEM_4835,1
ITEM_1959,ITEM_4668,1
ITEM_2519,ITEM_3699,1
ITEM_1012,ITEM_2505,1
ITEM_4346,ITEM_987,1
ITEM_3020,ITEM_668,1
ITEM_3447,ITEM_348,1
ITEM_4096,ITEM_914,1
ITEM_2631,ITEM_3751,1
ITEM_3980,ITEM_4504,1
ITEM_1466,ITEM_3105,1
ITEM_3176,ITEM_4086,1
ITEM_818,ITEM_983,1
ITEM_1046,ITEM_2511,1
ITEM_283,ITEM_636,1
ITEM_2193,ITEM_318,1
ITEM_3774,ITEM_380,1
ITEM_1284,ITEM_1637,1
ITEM_1030,ITEM_2039,1
ITEM_1608,ITEM_2976,1
ITEM_1886,ITEM_3894,1
ITEM_1993,ITEM_2841,1
ITEM_237,ITEM_579,1
ITEM_2119,ITEM_974,1
ITEM_1909,ITEM_658,1
ITEM_3411,ITEM_642,1
ITEM_2056,ITEM_2689,1
ITEM_1859,ITEM_1989,1
ITEM_1648,ITEM_2347,1
ITEM_4495,ITEM_4990,1
ITEM_282,ITEM_3248,1
ITEM_1357,ITEM_4060,1
ITEM_3202,ITEM_4843,1
ITEM_3298,ITEM_4562,1
ITEM_1676,ITEM_4794,1
ITEM_2724,ITEM_2931,1
ITEM_2623,ITEM_4435,1
ITEM_1529,ITEM_4028,1
ITEM_2295,ITEM_4758,1
ITEM_1030,ITEM_4170,1
ITEM_337,ITEM_3563,1
ITEM_1548,ITEM_3498,1
ITEM_1449,ITEM_1585,1
ITEM_1245,ITEM_4533,1
ITEM_3002,ITEM_3079,1
ITEM_4657,ITEM_69,1
ITEM_1959,ITEM_724,1
ITEM_2350,ITEM_448,1
ITEM_381,ITEM_4651,1
ITEM_1007,ITEM_2545,1
ITEM_2296,ITEM_4690,1
ITEM_2691,ITEM_2918,1
ITEM_4001,ITEM_4311,1
ITEM_3855,ITEM_4624,1
ITEM_1701,ITEM_3039,1
ITEM_2796,ITEM_4131,1
ITEM_3750,ITEM_4019,1
ITEM_3397,ITEM_3733,1
ITEM_2340,ITEM_705,1
ITEM_1346,ITEM_2828,1
ITEM_1368,ITEM_371,1
ITEM_4569,ITEM_4906,1
ITEM_1243,ITEM_3872,1
ITEM_3757,ITEM_73,1
ITEM_3151,ITEM_397,1
ITEM_847,ITEM_929,1
ITEM_3046,ITEM_889,1
ITEM_3754,ITEM_4864,1
ITEM_57,ITEM_705,1
ITEM_4634,ITEM_4975,1
ITEM_1763,ITEM_3553,1
ITEM_2006,ITEM_4200,1
ITEM_1106,ITEM_4994,1
ITEM_1375,ITEM_2673,1
ITEM_1753,ITEM_2908,1
ITEM_1791,ITEM_3643,1
ITEM_4090,ITEM_445,1
ITEM_3230,ITEM_4015,1
ITEM_1989,ITEM_2558,1
ITEM_2228,ITEM_4803,1
ITEM_4378,ITEM_4520,1
ITEM_2348,ITEM_4710,1
ITEM_4027,ITEM_4375,1
ITEM_2807,ITEM_3893,1
ITEM_3432,ITEM_3756,1
ITEM_1340,ITEM_4579,1
ITEM_1540,ITEM_939,1
ITEM_1644,ITEM_4901,1
ITEM_1873,ITEM_2628,1
ITEM_1408,ITEM_3871,1
ITEM_3361,ITEM_370,1
ITEM_1232,ITEM_945,1
ITEM_3042,ITEM_3512,1
ITEM_470,ITEM_4890,1
ITEM_1538,ITEM_3819,1
ITEM_3711,ITEM_4119,1
ITEM_1058,ITEM_2877,1
ITEM_1295,ITEM_1482,1
ITEM_3917,ITEM_771,1
ITEM_1719,ITEM_813,1
ITEM_3528,ITEM_3631,1
ITEM_3881,ITEM_911,1
ITEM_1931,ITEM_3881,1
ITEM_3073,ITEM_4071,1
ITEM_3218,ITEM_3388,1
ITEM_1113,ITEM_2562,1
ITEM_1338,ITEM_2906,1
ITEM_349,ITEM_4385,1
ITEM_4978,ITEM_919,1
ITEM_3735,ITEM_880,1
ITEM_281,ITEM_456,1
ITEM_1998,ITEM_3699,1
ITEM_292,ITEM_752,1
ITEM_2402,ITEM_3105,1
ITEM_2878,ITEM_4713,1
ITEM_2213,ITEM_2401,1
ITEM_3021,ITEM_3574,1
ITEM_15,ITEM_2365,1
ITEM_2804,ITEM_4906,1
ITEM_137,ITEM_1965,1
ITEM_2241,ITEM_2458,1
ITEM_1285,ITEM_2714,1
ITEM_1631,ITEM_3204,1
ITEM_315,ITEM_4451,1
ITEM_2606,ITEM_4756,1
ITEM_3995,ITEM_84,1
ITEM_2888,ITEM_3576,1
ITEM_1785,ITEM_488,1
ITEM_3147,ITEM_3349,1
ITEM_1111,ITEM_4083,1
ITEM_2086,ITEM_3595,1
ITEM_3316,ITEM_4742,1
ITEM_1212,ITEM_3617,1
ITEM_1544,ITEM_879,1
ITEM_878,ITEM_978,1
ITEM_1012,ITEM_2840,1
ITEM_3573,ITEM_389,1
ITEM_2260,ITEM_3162,1
ITEM_3186,ITEM_466,1
ITEM_2747,ITEM_3803,1
ITEM_417,ITEM_4606,1
ITEM_162,ITEM_3854,1
ITEM_201,ITEM_3072,1
ITEM_1594,ITEM_4727,1
ITEM_3415,ITEM_51,1
ITEM_2398,ITEM_4277,1
ITEM_2741,ITEM_4872,1
ITEM_1769,ITEM_4320,1
ITEM_3597,ITEM_921,1
ITEM_3809,ITEM_492,1
ITEM_2458,ITEM_2483,1
ITEM_2823,ITEM_4169,1
ITEM_2171,ITEM_338,1
ITEM_1419,ITEM_151,1
ITEM_1814,ITEM_665,1
ITEM_3129,ITEM_38,1
ITEM_1392,ITEM_2132,1
ITEM_1012,ITEM_915,1
ITEM_279,ITEM_3624,2
ITEM_3160,ITEM_4227,1
ITEM_129,ITEM_1449,1
ITEM_2678,ITEM_3384,1
ITEM_2069,ITEM_3153,1
ITEM_2071,ITEM_3308,1
ITEM_1208,ITEM_1894,1
ITEM_3552,ITEM_4279,1
ITEM_3709,ITEM_409,1
ITEM_2014,ITEM_4269,1
ITEM_1984,ITEM_3803,1
ITEM_1371,ITEM_3106,1
ITEM_178,ITEM_4343,1
ITEM_1668,ITEM_2432,1
ITEM_1161,ITEM_4538,1
ITEM_2567,ITEM_764,1
ITEM_1414,ITEM_1722,1
ITEM_3598,ITEM_3992,1
ITEM_2070,ITEM_4702,1
ITEM_3106,ITEM_3687,1
ITEM_290,ITEM_332,1
ITEM_3005,ITEM_956,1
ITEM_314,ITEM_4504,1
ITEM_2123,ITEM_228,1
ITEM_114,ITEM_24,1
ITEM_1440,ITEM_2126,1
ITEM_1618,ITEM_3985,1
ITEM_172,ITEM_4917,1
ITEM_2504,ITEM_3277,1
ITEM_1939,ITEM_2903,1
ITEM_1438,ITEM_2680,1
ITEM_100,ITEM_3186,1
ITEM_2594,ITEM_2712,1
ITEM_131,ITEM_1999,1
ITEM_2228,ITEM_4072,1
ITEM_281,ITEM_3861,1
ITEM_1563,ITEM_4925,1
ITEM_3215,ITEM_4870,1
ITEM_2734,ITEM_3011,1
ITEM_3356,ITEM_4294,1
ITEM_1456,ITEM_2263,1
ITEM_1290,ITEM_2528,1
ITEM_126,ITEM_3842,1
ITEM_3183,ITEM_4229,1
ITEM_1798,ITEM_3094,1
ITEM_1168,ITEM_1171,1
ITEM_3763,ITEM_760,1
ITEM_2064,ITEM_2206,1
ITEM_2129,ITEM_859,1
ITEM_349,ITEM_4149,1
ITEM_1440,ITEM_3408,1
ITEM_1733,ITEM_806,1
ITEM_2575,ITEM_4594,1
ITEM_1888,ITEM_3216,1
ITEM_2781,ITEM_4680,1
ITEM_1599,ITEM_1660,1
ITEM_1798,ITEM_3123,1
ITEM_1705,ITEM_2241,1
ITEM_1974,ITEM_2943,1
ITEM_3613,ITEM_457,1
ITEM_4443,ITEM_4570,1
ITEM_3876,ITEM_7,1
ITEM_4404,ITEM_4476,1
ITEM_718,ITEM_731,1
ITEM_1750,ITEM_3125,1
ITEM_2599,ITEM_4864,1
ITEM_2520,ITEM_3774,1
ITEM_1145,ITEM_3720,1
ITEM_3307,ITEM_4704,1
ITEM_3959,ITEM_773,1
ITEM_122,ITEM_3394,1
ITEM_3176,ITEM_4099,1
ITEM_225,ITEM_3863,1
ITEM_4584,ITEM_771,1
ITEM_487,ITEM_555,1
ITEM_1680,ITEM_2831,1
ITEM_3232,ITEM_4732,1
ITEM_1228,ITEM_793,1
ITEM_3325,ITEM_3510,1
ITEM_3046,ITEM_838,1
ITEM_1178,ITEM_4865,1
ITEM_1534,ITEM_2183,1
ITEM_2259,ITEM_2449,1
ITEM_3081,ITEM_471,1
ITEM_2266,ITEM_930,1
ITEM_1187,ITEM_3705,1
ITEM_4189,ITEM_716,1
ITEM_712,ITEM_991,1
ITEM_235,ITEM_4308,1
ITEM_2953,ITEM_719,1
ITEM_1421,ITEM_1448,1
ITEM_356,ITEM_3810,1
ITEM_2243,ITEM_4271,1
ITEM_251,ITEM_3515,1
ITEM_4605,ITEM_491,1
ITEM_3135,ITEM_619,1
ITEM_1513,ITEM_4373,1
ITEM_1640,ITEM_4192,1
ITEM_1359,ITEM_907,1
ITEM_2314,ITEM_3065,1
ITEM_1629,ITEM_1798,1
ITEM_3939,ITEM_915,1
ITEM_2004,ITEM_2599,1
ITEM_1500,ITEM_2546,1
ITEM_244,ITEM_59,1
ITEM_1279,ITEM_4233,1
ITEM_3031,ITEM_804,1
ITEM_3126,ITEM_4469,1
ITEM_3267,ITEM_837,1
ITEM_520,ITEM_579,1
ITEM_1371,ITEM_700,1
ITEM_114,ITEM_4601,1
ITEM_3935,ITEM_4092,1
ITEM_4500,ITEM_471,1
ITEM_3608,ITEM_4557,1
ITEM_1798,ITEM_3060,1
ITEM_2141,ITEM_3918,1
ITEM_3789,ITEM_607,1
ITEM_2080,ITEM_2532,1
ITEM_24,ITEM_3842,1
ITEM_1519,ITEM_3189,1
ITEM_507,ITEM_668,1
ITEM_2529,ITEM_4921,1
ITEM_3509,ITEM_3676,1
ITEM_3824,ITEM_4702,1
ITEM_4702,ITEM_562,1
ITEM_2643,ITEM_3868,1
ITEM_1301,ITEM_3115,1
ITEM_1732,ITEM_4247,1
ITEM_2842,ITEM_3295,1
ITEM_1733,ITEM_3778,1
ITEM_3236,ITEM_3412,1
ITEM_1602,ITEM_2537,1
ITEM_3954,ITEM_4008,1
ITEM_2111,ITEM_767,1
ITEM_1909,ITEM_3428,1
ITEM_1289,ITEM_4590,1
ITEM_2984,ITEM_3422,1
ITEM_402,ITEM_869,1
ITEM_1372,ITEM_3895,1
ITEM_1682,ITEM_922,1
ITEM_498,ITEM_745,1
ITEM_4565,ITEM_4729,1
ITEM_2344,ITEM_4633,1
ITEM_313,ITEM_4819,1
ITEM_1630,ITEM_3046,1
ITEM_4143,ITEM_4878,1
ITEM_19,ITEM_4885,1
ITEM_2695,ITEM_4555,1
ITEM_226,ITEM_4254,1
ITEM_4035,ITEM_53,1
ITEM_4158,ITEM_4977,1
ITEM_2174,ITEM_3680,1
ITEM_496,ITEM_623,1
ITEM_1369,ITEM_415,1
ITEM_1927,ITEM_619,1
ITEM_4087,ITEM_4977,1
ITEM_1057,ITEM_1635,1
ITEM_2371,ITEM_3541,1
ITEM_2472,ITEM_4238,1
ITEM_4462,ITEM_4988,1
ITEM_2003,ITEM_460,1
ITEM_16,ITEM_3997,1
ITEM_1213,ITEM_1884,1
ITEM_2530,ITEM_4087,1
ITEM_1655,ITEM_3207,1
ITEM_1211,ITEM_2564,1
ITEM_2199,ITEM_4953,1
ITEM_2047,ITEM_830,1
ITEM_101,ITEM_202,1
ITEM_3036,ITEM_3313,1
ITEM_3264,ITEM_746,2
ITEM_3540,ITEM_4043,1
ITEM_245,ITEM_2766,1
ITEM_1769,ITEM_4881,1
ITEM_1192,ITEM_49,1
ITEM_3858,ITEM_812,1
ITEM_1484,ITEM_3724,1
ITEM_2468,ITEM_376,2
ITEM_3594,ITEM_4616,1
ITEM_1855,ITEM_3845,1
ITEM_2645,ITEM_3620,1
ITEM_1596,ITEM_4450,1
ITEM_1764,ITEM_2364,1
ITEM_4661,ITEM_894,1
ITEM_1014,ITEM_2949,1
ITEM_3580,ITEM_4863,1
ITEM_3585,ITEM_3598,1
ITEM_3062,ITEM_4173,1
ITEM_2371,ITEM_4919,1
ITEM_1106,ITEM_4015,1
ITEM_3986,ITEM_703,1
ITEM_3745,ITEM_3785,1
ITEM_2170,ITEM_2475,1
ITEM_3638,ITEM_4484,1
ITEM_2012,ITEM_2800,1
ITEM_2542,ITEM_4282,1
ITEM_2567,ITEM_4216,1
